Year,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per cápita,Gasto per cápita
2019,Julio,Principado de Asturias,FRUTAS IV GAMA,439.03,54395,1.24,20.68,0.41,0.51
2019,Julio,Islas Baleares,T.FRUTAS FRESCAS,10924.49,1513191,1.39,95.17,10.35,14.34
2019,Julio,Islas Baleares,NARANJAS,814.58,67581,0.83,30.25,0.77,0.64
2019,Julio,Islas Baleares,MANDARINAS,32.47,8983,2.77,8.87,0.03,0.09
2019,Julio,Islas Baleares,LIMONES,154.31,26181,1.7,27.99,0.15,0.25
2019,Julio,Islas Baleares,PLATANOS,1036.55,153132,1.48,77.25,0.98,1.45
2019,Julio,Islas Baleares,MANZANAS,530.67,77075,1.45,53.67,0.5,0.73
2019,Julio,Islas Baleares,PERAS,204.72,3583,1.75,42.72,0.19,0.34
2019,Julio,Islas Baleares,MELOCOTONES,426.84,75199,1.76,58.25,0.4,0.71
2019,Julio,Islas Baleares,NECTARINAS,432.85,61328,1.42,38.83,0.41,0.58
2019,Julio,Islas Baleares,ALBARICOQUES,242.27,44648,1.84,31.24,0.23,0.42
2019,Julio,Islas Baleares,FRESAS/FRESON,36.95,17976,4.87,11.49,0.04,0.17
2019,Julio,Islas Baleares,MELON,2156.14,204193,0.95,65.1,2.04,1.93
2019,Julio,Islas Baleares,SANDIA,2974.56,222217,0.75,73.89,2.82,2.11
2019,Julio,Islas Baleares,CIRUELAS,231.93,38999,1.68,44.64,0.22,0.37
2019,Julio,Islas Baleares,CEREZAS,416.5,167811,4.03,54.61,0.39,1.59
2019,Julio,Islas Baleares,UVAS,164.08,28525,1.74,17.87,0.16,0.27
2019,Julio,Islas Baleares,KIWI,242.04,71986,2.97,35.97,0.23,0.68
2019,Julio,Islas Baleares,AGUACATE,158.39,67189,4.24,30.72,0.15,0.64
2019,Julio,Islas Baleares,PIÑA,204.69,2347,1.15,20.62,0.19,0.22
2019,Julio,Islas Baleares,OTRAS FRUTAS FRESCAS,463.97,120869,2.61,60.41,0.44,1.15
2019,Julio,Islas Baleares,POMELO,24.02,5552,2.31,5.85,0.02,0.05
2019,Julio,Islas Baleares,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Islas Baleares,MANGO,52.27,14199,2.72,13.06,0.05,0.13
2019,Julio,Islas Baleares,FRUTAS IV GAMA,650.27,87019,1.34,24.23,0.62,0.82
2019,Julio,Islas Canarias,T.FRUTAS FRESCAS,20843.82,3211567,1.54,95.72,9.44,14.54
2019,Julio,Islas Canarias,NARANJAS,3073.69,285754,0.93,47.4,1.39,1.29
2019,Julio,Islas Canarias,MANDARINAS,109.65,19463,1.77,10.04,0.05,0.09
2019,Julio,Islas Canarias,LIMONES,514.49,86589,1.68,44.69,0.23,0.39
2019,Julio,Islas Canarias,PLATANOS,2810.42,372143,1.32,75.79,1.27,1.68
2019,Julio,Islas Canarias,MANZANAS,1777.28,2706,1.52,62.13,0.8,1.23
2019,Julio,Islas Canarias,PERAS,718.53,116245,1.62,43.5,0.33,0.53
2019,Julio,Islas Canarias,MELOCOTONES,861.24,133404,1.55,40.27,0.39,0.6
2019,Julio,Islas Canarias,NECTARINAS,841.23,132938,1.58,44.06,0.38,0.6
2019,Julio,Islas Canarias,ALBARICOQUES,268.9,63203,2.35,24.68,0.12,0.29
2019,Julio,Islas Canarias,FRESAS/FRESON,62.35,27448,4.4,10.76,0.03,0.12
2019,Julio,Islas Canarias,MELON,2418.75,246034,1.02,58.98,1.09,1.11
2019,Julio,Islas Canarias,SANDIA,3255.95,266049,0.82,56.58,1.47,1.2
2019,Julio,Islas Canarias,CIRUELAS,638.27,103494,1.62,38.91,0.29,0.47
2019,Julio,Islas Canarias,CEREZAS,579.6,241088,4.16,38.66,0.26,1.09
2019,Julio,Islas Canarias,UVAS,185.77,56094,3.02,19.61,0.08,0.25
2019,Julio,Islas Canarias,KIWI,535.25,168343,3.15,29.97,0.24,0.76
2019,Julio,Islas Canarias,AGUACATE,486.09,233473,4.8,38.15,0.22,1.06
2019,Julio,Islas Canarias,PIÑA,104.15,31185,2.99,11.04,0.05,0.14
2019,Julio,Islas Canarias,OTRAS FRUTAS FRESCAS,1602.22,358019,2.23,56.42,0.73,1.62
2019,Julio,Islas Canarias,POMELO,55.58,12544,2.26,2.24,0.03,0.06
2019,Julio,Islas Canarias,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Islas Canarias,MANGO,271.46,688,2.53,17.43,0.12,0.31
2019,Julio,Islas Canarias,FRUTAS IV GAMA,1281.25,202593,1.58,31.33,0.58,0.92
2019,Julio,Cantabria,T.FRUTAS FRESCAS,4993.92,700661,1.4,96.26,8.86,12.43
2019,Julio,Cantabria,NARANJAS,706.53,67484,0.96,44.78,1.25,1.2
2019,Julio,Cantabria,MANDARINAS,10.53,1735,1.65,3.29,0.02,0.03
2019,Julio,Cantabria,LIMONES,128.49,20762,1.62,36.64,0.23,0.37
2019,Julio,Cantabria,PLATANOS,500.94,66012,1.32,76.94,0.89,1.17
2019,Julio,Cantabria,MANZANAS,444.04,64348,1.45,60.25,0.79,1.14
2019,Julio,Cantabria,PERAS,98.03,1619,1.65,22.58,0.17,0.29
2019,Julio,Cantabria,MELOCOTONES,321.17,48001,1.49,43.4,0.57,0.85
2019,Julio,Cantabria,NECTARINAS,384.35,51218,1.33,62.35,0.68,0.91
2019,Julio,Cantabria,ALBARICOQUES,116.68,2124,1.82,26.96,0.21,0.38
2019,Julio,Cantabria,FRESAS/FRESON,9.19,366,3.98,6.45,0.02,0.06
2019,Julio,Cantabria,MELON,752.03,67449,0.9,63.44,1.33,1.2
2019,Julio,Cantabria,SANDIA,685.46,49925,0.73,45.05,1.22,0.89
2019,Julio,Cantabria,CIRUELAS,74.31,13192,1.78,28.44,0.13,0.23
2019,Julio,Cantabria,CEREZAS,220.01,75901,3.45,51.77,0.39,1.35
2019,Julio,Cantabria,UVAS,25.64,4636,1.81,7.61,0.05,0.08
2019,Julio,Cantabria,KIWI,100.06,36371,3.63,25.58,0.18,0.65
2019,Julio,Cantabria,AGUACATE,39.2,17278,4.41,22.73,0.07,0.31
2019,Julio,Cantabria,PIÑA,79.84,11285,1.41,26.62,0.14,0.2
2019,Julio,Cantabria,OTRAS FRUTAS FRESCAS,297.45,63976,2.15,52.8,0.53,1.14
2019,Julio,Cantabria,POMELO,4.24,844,1.99,0.76,0.01,0.01
2019,Julio,Cantabria,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Cantabria,MANGO,9.22,3568,3.87,5.35,0.02,0.06
2019,Julio,Cantabria,FRUTAS IV GAMA,149.96,22059,1.47,21.88,0.27,0.39
2019,Julio,Castilla-La Mancha,T.FRUTAS FRESCAS,16829.44,2036782,1.21,93.73,8.03,9.72
2019,Julio,Castilla-La Mancha,NARANJAS,1434.46,134909,0.94,33.97,0.68,0.64
2019,Julio,Castilla-La Mancha,MANDARINAS,18.95,2099,1.11,1.83,0.01,0.01
2019,Julio,Castilla-La Mancha,LIMONES,280.16,43315,1.55,39.6,0.13,0.21
2019,Julio,Castilla-La Mancha,PLATANOS,1512.06,213828,1.41,69.99,0.72,1.02
2019,Julio,Castilla-La Mancha,MANZANAS,728.73,104397,1.43,57.24,0.35,0.5
2019,Julio,Castilla-La Mancha,PERAS,276.01,4059,1.47,21.92,0.13,0.19
2019,Julio,Castilla-La Mancha,MELOCOTONES,1187.59,182017,1.53,50,0.57,0.87
2019,Julio,Castilla-La Mancha,NECTARINAS,613.23,84612,1.38,41.19,0.29,0.4
2019,Julio,Castilla-La Mancha,ALBARICOQUES,396.3,68255,1.72,30.29,0.19,0.33
2019,Julio,Castilla-La Mancha,FRESAS/FRESON,20.19,7758,3.84,3.16,0.01,0.04
2019,Julio,Castilla-La Mancha,MELON,2806.56,270064,0.96,65.72,1.34,1.29
2019,Julio,Castilla-La Mancha,SANDIA,5659.65,398192,0.7,67.73,2.7,1.9
2019,Julio,Castilla-La Mancha,CIRUELAS,268.48,46507,1.73,34.27,0.13,0.22
2019,Julio,Castilla-La Mancha,CEREZAS,424.07,152316,3.59,41.32,0.2,0.73
2019,Julio,Castilla-La Mancha,UVAS,23.55,7762,3.3,3.55,0.01,0.04
2019,Julio,Castilla-La Mancha,KIWI,267.43,89449,3.34,31,0.13,0.43
2019,Julio,Castilla-La Mancha,AGUACATE,156.39,47259,3.02,21.28,0.07,0.23
2019,Julio,Castilla-La Mancha,PIÑA,131.8,25064,1.9,11.94,0.06,0.12
2019,Julio,Castilla-La Mancha,OTRAS FRUTAS FRESCAS,623.82,118389,1.9,42.25,0.3,0.56
2019,Julio,Castilla-La Mancha,POMELO,31.55,5891,1.87,3.37,0.02,0.03
2019,Julio,Castilla-La Mancha,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Castilla-La Mancha,MANGO,44.7,9103,2.04,5.79,0.02,0.04
2019,Julio,Castilla-La Mancha,FRUTAS IV GAMA,701.05,96446,1.38,26.02,0.33,0.46
2019,Julio,Castilla y León,T.FRUTAS FRESCAS,25746.12,3298297,1.28,93.21,10.71,13.72
2019,Julio,Castilla y León,NARANJAS,2527.84,237094,0.94,40.31,1.05,0.99
2019,Julio,Castilla y León,MANDARINAS,94.93,14207,1.5,7.78,0.04,0.06
2019,Julio,Castilla y León,LIMONES,483.45,77558,1.6,42.2,0.2,0.32
2019,Julio,Castilla y León,PLATANOS,2183.18,302256,1.38,70.26,0.91,1.26
2019,Julio,Castilla y León,MANZANAS,1224.43,160852,1.31,45.77,0.51,0.67
2019,Julio,Castilla y León,PERAS,622.13,96765,1.56,42.02,0.26,0.4
2019,Julio,Castilla y León,MELOCOTONES,1396.06,210197,1.51,58.68,0.58,0.87
2019,Julio,Castilla y León,NECTARINAS,1557.73,213966,1.37,53.54,0.65,0.89
2019,Julio,Castilla y León,ALBARICOQUES,524.35,98423,1.88,33.75,0.22,0.41
2019,Julio,Castilla y León,FRESAS/FRESON,112.9,452,4,8.18,0.05,0.19
2019,Julio,Castilla y León,MELON,4792.98,423236,0.88,65.68,1.99,1.76
2019,Julio,Castilla y León,SANDIA,6658.96,498132,0.75,64.99,2.77,2.07
2019,Julio,Castilla y León,CIRUELAS,297.84,54049,1.81,22.43,0.12,0.22
2019,Julio,Castilla y León,CEREZAS,751.05,262634,3.5,47.38,0.31,1.09
2019,Julio,Castilla y León,UVAS,97.68,23789,2.44,9.64,0.04,0.1
2019,Julio,Castilla y León,KIWI,518.45,169947,3.28,26.3,0.22,0.71
2019,Julio,Castilla y León,AGUACATE,295.01,95897,3.25,25.34,0.12,0.4
2019,Julio,Castilla y León,PIÑA,282.95,40572,1.43,14.6,0.12,0.17
2019,Julio,Castilla y León,OTRAS FRUTAS FRESCAS,1324.19,273523,2.07,54.25,0.55,1.14
2019,Julio,Castilla y León,POMELO,139.52,2277,1.63,3.79,0.06,0.09
2019,Julio,Castilla y León,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Castilla y León,MANGO,93.07,31731,3.41,11.94,0.04,0.13
2019,Julio,Castilla y León,FRUTAS IV GAMA,881.65,133552,1.51,27.07,0.37,0.56
2019,Julio,Cataluña,T.FRUTAS FRESCAS,71883.85,10622671,1.48,95.45,10.04,14.84
2019,Julio,Cataluña,NARANJAS,6339.34,636687,1,33.92,0.89,0.89
2019,Julio,Cataluña,MANDARINAS,155.27,27163,1.75,3.87,0.02,0.04
2019,Julio,Cataluña,LIMONES,1604.94,272374,1.7,39.85,0.22,0.38
2019,Julio,Cataluña,PLATANOS,6113.39,937962,1.53,68.64,0.85,1.31
2019,Julio,Cataluña,MANZANAS,3546.38,545586,1.54,47.8,0.5,0.76
2019,Julio,Cataluña,PERAS,1323.04,22313,1.69,28.13,0.18,0.31
2019,Julio,Cataluña,MELOCOTONES,6563.01,1128578,1.72,64.22,0.92,1.58
2019,Julio,Cataluña,NECTARINAS,2946.87,437348,1.48,40.87,0.41,0.61
2019,Julio,Cataluña,ALBARICOQUES,1185.36,253407,2.14,28.48,0.17,0.35
2019,Julio,Cataluña,FRESAS/FRESON,265.78,111928,4.21,9.08,0.04,0.16
2019,Julio,Cataluña,MELON,14625.5,1533355,1.05,71.13,2.04,2.14
2019,Julio,Cataluña,SANDIA,16954.55,141138,0.83,65.66,2.37,1.97
2019,Julio,Cataluña,CIRUELAS,1579.2,261924,1.66,33.8,0.22,0.37
2019,Julio,Cataluña,CEREZAS,2856.78,1247804,4.37,49.68,0.4,1.74
2019,Julio,Cataluña,UVAS,354.72,119207,3.36,12.34,0.05,0.17
2019,Julio,Cataluña,KIWI,1045.6,359026,3.43,28.06,0.15,0.5
2019,Julio,Cataluña,AGUACATE,827.73,325778,3.94,25.7,0.12,0.46
2019,Julio,Cataluña,PIÑA,768.03,137661,1.79,16.14,0.11,0.19
2019,Julio,Cataluña,OTRAS FRUTAS FRESCAS,2828.36,652372,2.31,46.48,0.4,0.91
2019,Julio,Cataluña,POMELO,284.61,50545,1.78,2.79,0.04,0.07
2019,Julio,Cataluña,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Cataluña,MANGO,412.69,123556,2.99,8.38,0.06,0.17
2019,Julio,Cataluña,FRUTAS IV GAMA,2467.93,363266,1.47,26.25,0.34,0.51
2019,Julio,Extremadura,T.FRUTAS FRESCAS,10827.5,1453081,1.34,94.81,9.2,12.34
2019,Julio,Extremadura,NARANJAS,845.6,78647,0.93,34,0.72,0.67
2019,Julio,Extremadura,MANDARINAS,0,0,0,0,0,0
2019,Julio,Extremadura,LIMONES,148.3,1929,1.3,32.79,0.13,0.16
2019,Julio,Extremadura,PLATANOS,753.3,104604,1.39,70.06,0.64,0.89
2019,Julio,Extremadura,MANZANAS,467.18,69066,1.48,44.84,0.4,0.59
2019,Julio,Extremadura,PERAS,349.73,57813,1.65,44.61,0.3,0.49
2019,Julio,Extremadura,MELOCOTONES,772.04,124878,1.62,55.63,0.66,1.06
2019,Julio,Extremadura,NECTARINAS,536.03,102632,1.91,43.32,0.46,0.87
2019,Julio,Extremadura,ALBARICOQUES,213.46,42741,2,22.44,0.18,0.36
2019,Julio,Extremadura,FRESAS/FRESON,78.62,42316,5.38,12.29,0.07,0.36
2019,Julio,Extremadura,MELON,1747.85,188039,1.08,65.63,1.48,1.6
2019,Julio,Extremadura,SANDIA,3063.52,220335,0.72,70.77,2.6,1.87
2019,Julio,Extremadura,CIRUELAS,471.03,66049,1.4,32.16,0.4,0.56
2019,Julio,Extremadura,CEREZAS,338.25,106702,3.15,44.1,0.29,0.91
2019,Julio,Extremadura,UVAS,44.66,11784,2.64,6.3,0.04,0.1
2019,Julio,Extremadura,KIWI,253.08,69721,2.75,29.24,0.22,0.59
2019,Julio,Extremadura,AGUACATE,61.41,21355,3.48,18.84,0.05,0.18
2019,Julio,Extremadura,PIÑA,177.18,30842,1.74,19.76,0.15,0.26
2019,Julio,Extremadura,OTRAS FRUTAS FRESCAS,506.27,96264,1.9,47.26,0.43,0.82
2019,Julio,Extremadura,POMELO,130,26451,2.03,6.94,0.11,0.22
2019,Julio,Extremadura,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Extremadura,MANGO,9.49,2005,2.11,4.1,0.01,0.02
2019,Julio,Extremadura,FRUTAS IV GAMA,731.78,92915,1.27,29.44,0.62,0.79
2019,Julio,Galicia,T.FRUTAS FRESCAS,27581.35,4228119,1.53,95.63,10.16,15.57
2019,Julio,Galicia,NARANJAS,3205.26,292881,0.91,47.19,1.18,1.08
2019,Julio,Galicia,MANDARINAS,160.91,34196,2.13,8.1,0.06,0.13
2019,Julio,Galicia,LIMONES,510.88,75063,1.47,30.69,0.19,0.28
2019,Julio,Galicia,PLATANOS,2954.83,457624,1.55,78.9,1.09,1.68
2019,Julio,Galicia,MANZANAS,2714.68,420295,1.55,65.51,1,1.55
2019,Julio,Galicia,PERAS,904.9,137664,1.52,36.62,0.33,0.51
2019,Julio,Galicia,MELOCOTONES,1526.67,235435,1.54,47.68,0.56,0.87
2019,Julio,Galicia,NECTARINAS,2161.26,297028,1.37,62.15,0.8,1.09
2019,Julio,Galicia,ALBARICOQUES,649.45,121665,1.87,29.41,0.24,0.45
2019,Julio,Galicia,FRESAS/FRESON,437.45,184338,4.21,15.29,0.16,0.68
2019,Julio,Galicia,MELON,3575.08,339532,0.95,66.54,1.32,1.25
2019,Julio,Galicia,SANDIA,3062.45,252259,0.82,52.6,1.13,0.93
2019,Julio,Galicia,CIRUELAS,1331.71,19937,1.5,37.45,0.49,0.73
2019,Julio,Galicia,CEREZAS,1001.09,367773,3.67,39.49,0.37,1.35
2019,Julio,Galicia,UVAS,148.3,41031,2.77,9.36,0.05,0.15
2019,Julio,Galicia,KIWI,689.75,184079,2.67,26.95,0.25,0.68
2019,Julio,Galicia,AGUACATE,304.27,113921,3.74,27.27,0.11,0.42
2019,Julio,Galicia,PIÑA,449.27,74484,1.66,18.82,0.17,0.27
2019,Julio,Galicia,OTRAS FRUTAS FRESCAS,1793.14,399479,2.23,56.5,0.66,1.47
2019,Julio,Galicia,POMELO,158.13,40825,2.58,3.97,0.06,0.15
2019,Julio,Galicia,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Galicia,MANGO,90.94,25647,2.82,6.58,0.03,0.09
2019,Julio,Galicia,FRUTAS IV GAMA,739.81,134897,1.82,24.79,0.27,0.5
2019,Julio,La Rioja,T.FRUTAS FRESCAS,2701.81,402686,1.49,95.1,8.34,12.43
2019,Julio,La Rioja,NARANJAS,327.45,30306,0.93,37.89,1.01,0.94
2019,Julio,La Rioja,MANDARINAS,5.9,107,1.81,3.75,0.02,0.03
2019,Julio,La Rioja,LIMONES,103.05,14891,1.45,33.54,0.32,0.46
2019,Julio,La Rioja,PLATANOS,196,37149,1.9,64.21,0.6,1.15
2019,Julio,La Rioja,MANZANAS,163.39,32736,2,34.26,0.5,1.01
2019,Julio,La Rioja,PERAS,51.64,7973,1.54,25.83,0.16,0.25
2019,Julio,La Rioja,MELOCOTONES,211.01,35973,1.7,38.45,0.65,1.11
2019,Julio,La Rioja,NECTARINAS,182.75,29525,1.62,42.48,0.56,0.91
2019,Julio,La Rioja,ALBARICOQUES,36.38,7786,2.14,25.53,0.11,0.24
2019,Julio,La Rioja,FRESAS/FRESON,9,3563,3.96,3.21,0.03,0.11
2019,Julio,La Rioja,MELON,433.28,45349,1.05,67.97,1.34,1.4
2019,Julio,La Rioja,SANDIA,493.35,41353,0.84,54.62,1.52,1.28
2019,Julio,La Rioja,CIRUELAS,175.4,27665,1.58,28.94,0.54,0.85
2019,Julio,La Rioja,CEREZAS,43.89,13189,3,12.65,0.14,0.41
2019,Julio,La Rioja,UVAS,2.56,872,3.41,4.06,0.01,0.03
2019,Julio,La Rioja,KIWI,64.53,2377,3.68,31.96,0.2,0.73
2019,Julio,La Rioja,AGUACATE,56.95,18349,3.22,20.35,0.18,0.57
2019,Julio,La Rioja,PIÑA,19.77,4001,2.02,11.4,0.06,0.12
2019,Julio,La Rioja,OTRAS FRUTAS FRESCAS,125.53,27166,2.16,43.48,0.39,0.84
2019,Julio,La Rioja,POMELO,9.69,1455,1.5,4.62,0.03,0.04
2019,Julio,La Rioja,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,La Rioja,MANGO,4.68,1169,2.5,6.55,0.01,0.04
2019,Julio,La Rioja,FRUTAS IV GAMA,102.92,19111,1.86,33.59,0.32,0.59
2019,Julio,Comunidad de Madrid,T.FRUTAS FRESCAS,58276.66,8029965,1.38,96.44,9.21,12.69
2019,Julio,Comunidad de Madrid,NARANJAS,5140.78,463436,0.9,37.94,0.81,0.73
2019,Julio,Comunidad de Madrid,MANDARINAS,246.26,31112,1.26,6.37,0.04,0.05
2019,Julio,Comunidad de Madrid,LIMONES,1285.99,210053,1.63,40.24,0.2,0.33
2019,Julio,Comunidad de Madrid,PLATANOS,4625.11,694428,1.5,73.84,0.73,1.1
2019,Julio,Comunidad de Madrid,MANZANAS,3076.94,461931,1.5,57.45,0.49,0.73
2019,Julio,Comunidad de Madrid,PERAS,1078.12,172094,1.6,33.08,0.17,0.27
2019,Julio,Comunidad de Madrid,MELOCOTONES,4265.25,699953,1.64,63.04,0.67,1.11
2019,Julio,Comunidad de Madrid,NECTARINAS,2068.65,295604,1.43,44.25,0.33,0.47
2019,Julio,Comunidad de Madrid,ALBARICOQUES,1363.08,260829,1.91,33.75,0.22,0.41
2019,Julio,Comunidad de Madrid,FRESAS/FRESON,150.8,56469,3.74,6.31,0.02,0.09
2019,Julio,Comunidad de Madrid,MELON,10422.93,1031482,0.99,65.19,1.65,1.63
2019,Julio,Comunidad de Madrid,SANDIA,15488.83,1183173,0.76,67.2,2.45,1.87
2019,Julio,Comunidad de Madrid,CIRUELAS,1067.86,174658,1.64,33.14,0.17,0.28
2019,Julio,Comunidad de Madrid,CEREZAS,2099.79,827836,3.94,51.12,0.33,1.31
2019,Julio,Comunidad de Madrid,UVAS,231.63,77313,3.34,11.21,0.04,0.12
2019,Julio,Comunidad de Madrid,KIWI,1158.45,363533,3.14,33.22,0.18,0.57
2019,Julio,Comunidad de Madrid,AGUACATE,605.98,234916,3.88,26.94,0.1,0.37
2019,Julio,Comunidad de Madrid,PIÑA,751.72,126909,1.69,16.8,0.12,0.2
2019,Julio,Comunidad de Madrid,OTRAS FRUTAS FRESCAS,3148.47,664236,2.11,59.66,0.5,1.05
2019,Julio,Comunidad de Madrid,POMELO,212.65,3383,1.59,4.28,0.03,0.05
2019,Julio,Comunidad de Madrid,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Comunidad de Madrid,MANGO,161.19,45389,2.82,6.29,0.03,0.07
2019,Julio,Comunidad de Madrid,FRUTAS IV GAMA,2698.67,392669,1.46,34.23,0.43,0.62
2019,Julio,Región de Murcia,T.FRUTAS FRESCAS,12548.51,1738758,1.39,90.89,8.71,12.07
2019,Julio,Región de Murcia,NARANJAS,1842.62,177577,0.96,30.04,1.28,1.23
2019,Julio,Región de Murcia,MANDARINAS,8.6,804,0.93,0.91,0.01,0.01
2019,Julio,Región de Murcia,LIMONES,941.14,124543,1.32,36.23,0.65,0.86
2019,Julio,Región de Murcia,PLATANOS,992.73,133728,1.35,65.23,0.69,0.93
2019,Julio,Región de Murcia,MANZANAS,523.69,71892,1.37,39.29,0.36,0.5
2019,Julio,Región de Murcia,PERAS,439.42,7233,1.65,32.23,0.31,0.5
2019,Julio,Región de Murcia,MELOCOTONES,1064.42,186007,1.75,52.24,0.74,1.29
2019,Julio,Región de Murcia,NECTARINAS,285.09,38566,1.35,24.69,0.2,0.27
2019,Julio,Región de Murcia,ALBARICOQUES,177.77,33385,1.88,25.77,0.12,0.23
2019,Julio,Región de Murcia,FRESAS/FRESON,65.55,20974,3.2,6.28,0.05,0.15
2019,Julio,Región de Murcia,MELON,1731.59,17652,1.02,56.16,1.2,1.23
2019,Julio,Región de Murcia,SANDIA,2589.9,217505,0.84,63.83,1.8,1.51
2019,Julio,Región de Murcia,CIRUELAS,489.9,72533,1.48,40.21,0.34,0.5
2019,Julio,Región de Murcia,CEREZAS,381.55,165318,4.33,47.19,0.26,1.15
2019,Julio,Región de Murcia,UVAS,46.12,13411,2.91,9,0.03,0.09
2019,Julio,Región de Murcia,KIWI,142.93,47801,3.34,25.38,0.1,0.33
2019,Julio,Región de Murcia,AGUACATE,73.61,31012,4.21,15.17,0.05,0.22
2019,Julio,Región de Murcia,PIÑA,158.02,2438,1.54,11.36,0.11,0.17
2019,Julio,Región de Murcia,OTRAS FRUTAS FRESCAS,593.85,130471,2.2,36.02,0.41,0.91
2019,Julio,Región de Murcia,POMELO,24.81,3534,1.42,3.4,0.02,0.02
2019,Julio,Región de Murcia,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Región de Murcia,MANGO,117.24,26875,2.29,10.1,0.08,0.19
2019,Julio,Región de Murcia,FRUTAS IV GAMA,324.85,58589,1.8,23.73,0.23,0.41
2019,Julio,Comunidad Foral de Navarra,T.FRUTAS FRESCAS,6908.02,996306,1.44,90.92,11.56,16.67
2019,Julio,Comunidad Foral de Navarra,NARANJAS,697.57,72496,1.04,33.49,1.17,1.21
2019,Julio,Comunidad Foral de Navarra,MANDARINAS,3.79,622,1.64,2.93,0.01,0.01
2019,Julio,Comunidad Foral de Navarra,LIMONES,127.58,22466,1.76,36.94,0.21,0.38
2019,Julio,Comunidad Foral de Navarra,PLATANOS,702.18,114216,1.63,67.76,1.17,1.91
2019,Julio,Comunidad Foral de Navarra,MANZANAS,530.52,70118,1.32,49.83,0.89,1.17
2019,Julio,Comunidad Foral de Navarra,PERAS,243.74,52601,2.16,23.69,0.41,0.88
2019,Julio,Comunidad Foral de Navarra,MELOCOTONES,429.67,65557,1.53,48.13,0.72,1.1
2019,Julio,Comunidad Foral de Navarra,NECTARINAS,446.96,63555,1.42,58.71,0.75,1.06
2019,Julio,Comunidad Foral de Navarra,ALBARICOQUES,147.36,31765,2.16,37.59,0.25,0.53
2019,Julio,Comunidad Foral de Navarra,FRESAS/FRESON,35.06,6508,1.86,11.01,0.06,0.11
2019,Julio,Comunidad Foral de Navarra,MELON,1173.54,135659,1.16,54.33,1.96,2.27
2019,Julio,Comunidad Foral de Navarra,SANDIA,1323.18,95697,0.72,54.64,2.21,1.6
2019,Julio,Comunidad Foral de Navarra,CIRUELAS,138.81,19885,1.43,32.97,0.23,0.33
2019,Julio,Comunidad Foral de Navarra,CEREZAS,161.94,62708,3.87,44.17,0.27,1.05
2019,Julio,Comunidad Foral de Navarra,UVAS,24.77,6511,2.63,14.05,0.04,0.11
2019,Julio,Comunidad Foral de Navarra,KIWI,139.28,49294,3.54,26.89,0.23,0.82
2019,Julio,Comunidad Foral de Navarra,AGUACATE,215.18,59857,2.78,35.43,0.36,1
2019,Julio,Comunidad Foral de Navarra,PIÑA,183.91,25992,1.41,18,0.31,0.43
2019,Julio,Comunidad Foral de Navarra,OTRAS FRUTAS FRESCAS,182.97,408,2.23,46.82,0.31,0.68
2019,Julio,Comunidad Foral de Navarra,POMELO,6.4,1085,1.69,4.48,0.01,0.02
2019,Julio,Comunidad Foral de Navarra,CHIRIMOYA,0,0,0,0,0,0
2019,Julio,Comunidad Foral de Navarra,MANGO,17.69,4378,2.47,11.12,0.03,0.07
2019,Julio,Comunidad Foral de Navarra,FRUTAS IV GAMA,230.53,3222,1.4,32.13,0.39,0.54
2019,Julio,País Vasco,T.FRUTAS FRESCAS,21714.84,3473374,1.6,97.88,10.27,16.43
2019,Julio,País Vasco,NARANJAS,2693.11,266875,0.99,45.37,1.27,1.26
2019,Julio,País Vasco,MANDARINAS,93.15,19765,2.12,8.98,0.04,0.09
2019,Julio,País Vasco,LIMONES,358.78,62727,1.75,40.15,0.17,0.3
2019,Julio,País Vasco,PLATANOS,2150.34,373288,1.74,72.72,1.02,1.77
2019,Julio,País Vasco,MANZANAS,1651.15,224943,1.36,54.19,0.78,1.06
2019,Julio,País Vasco,PERAS,540.84,8132,1.5,38.25,0.26,0.38
2019,Julio,País Vasco,MELOCOTONES,1622.61,278793,1.72,57.78,0.77,1.32
2019,Julio,País Vasco,NECTARINAS,1646.63,25515,1.55,53.92,0.78,1.21
2019,Julio,País Vasco,ALBARICOQUES,533.97,104708,1.96,36.09,0.25,0.5
2019,Julio,País Vasco,FRESAS/FRESON,36.88,17039,4.62,3.53,0.02,0.08
2019,Julio,País Vasco,MELON,3083,356727,1.16,66.78,1.46,1.69
2019,Julio,País Vasco,SANDIA,3576.92,300559,0.84,51.12,1.69,1.42
2019,Julio,País Vasco,CIRUELAS,496.67,93487,1.88,31.43,0.23,0.44
2019,Julio,País Vasco,CEREZAS,887.09,406365,4.58,56.06,0.42,1.92
2019,Julio,País Vasco,UVAS,82.49,24969,3.03,12.97,0.04,0.12
