Producto,Origen,Unidad,Familia,Year,Mes,Precio medio,Volumen
Lima,Castellón,kg,Frutas cítricos,2019,6,2.1,3250
Lima,Castellón,kg,Frutas cítricos,2019,7,2.1,2211
Lima,Castellón,kg,Frutas cítricos,2019,12,2.25,3580
Lima,Chile,kg,Frutas cítricos,2019,11,2.25,384
Lima,Chile,kg,Frutas cítricos,2020,6,2.1,1198
Lima,Chile,kg,Frutas cítricos,2020,7,2.1,480
Lima,Chile,kg,Frutas cítricos,2020,8,2.1,240
Lima,Colombia,kg,Frutas cítricos,2018,1,2.342857143,1910
Lima,Colombia,kg,Frutas cítricos,2018,3,1.742307692,2390
Lima,Colombia,kg,Frutas cítricos,2018,4,1.895,2790
Lima,Colombia,kg,Frutas cítricos,2018,5,2.304545455,2096
Lima,Colombia,kg,Frutas cítricos,2018,6,2.35,794
Lima,Colombia,kg,Frutas cítricos,2018,7,2.135714286,5222
Lima,Colombia,kg,Frutas cítricos,2018,8,2.0125,7836
Lima,Colombia,kg,Frutas cítricos,2018,9,2,1139
Lima,Colombia,kg,Frutas cítricos,2018,10,2,3389
Lima,Colombia,kg,Frutas cítricos,2018,11,2,40
Lima,Colombia,kg,Frutas cítricos,2018,12,2,1078
Lima,Colombia,kg,Frutas cítricos,2019,7,2.1,900
Lima,Colombia,kg,Frutas cítricos,2019,8,2.1,1033
Lima,Colombia,kg,Frutas cítricos,2020,3,2,736
Lima,Colombia,kg,Frutas cítricos,2020,4,2,833
Lima,Colombia,kg,Frutas cítricos,2020,7,2.1,5378
Lima,Colombia,kg,Frutas cítricos,2020,8,2.1,2480
Lima,Córdoba,kg,Frutas cítricos,2018,2,1.85,110
Lima,Córdoba,kg,Frutas cítricos,2018,3,1.65,240
Lima,Córdoba,kg,Frutas cítricos,2018,5,2.3,480
Lima,Córdoba,kg,Frutas cítricos,2018,7,2.11,4771
Lima,Córdoba,kg,Frutas cítricos,2018,8,2,1124
Lima,Córdoba,kg,Frutas cítricos,2018,12,2,726
Lima,Córdoba,kg,Frutas cítricos,2019,4,2.1,492
Lima,Córdoba,kg,Frutas cítricos,2019,6,2.1,480
Lima,Córdoba,kg,Frutas cítricos,2019,7,2.1,504
Lima,Cuenca,kg,Frutas cítricos,2018,2,1.75,50
Lima,Cuenca,kg,Frutas cítricos,2018,3,1.666666667,120
Lima,Cuenca,kg,Frutas cítricos,2018,4,2.1,15
Lima,Cuenca,kg,Frutas cítricos,2018,5,2.3,263
Lima,Cuenca,kg,Frutas cítricos,2018,6,2.322222222,1365
Lima,Cuenca,kg,Frutas cítricos,2018,7,2.13,230
Lima,Cuenca,kg,Frutas cítricos,2018,8,2,824
Lima,Cuenca,kg,Frutas cítricos,2018,9,2,1664
Lima,Cuenca,kg,Frutas cítricos,2018,10,2,353
Lima,Cuenca,kg,Frutas cítricos,2018,11,2,1190
Lima,Cuenca,kg,Frutas cítricos,2018,12,2,557
Lima,Cuenca,kg,Frutas cítricos,2019,6,2.1,50
Lima,Cuenca,kg,Frutas cítricos,2019,7,2.1,1090
Lima,Cuenca,kg,Frutas cítricos,2019,12,2.25,30
Lima,Francia,kg,Frutas cítricos,2018,3,1.7,1097
Lima,Francia,kg,Frutas cítricos,2018,4,2.1,1200
Lima,Francia,kg,Frutas cítricos,2018,5,2.3,1150
Lima,Francia,kg,Frutas cítricos,2019,6,2.1,1728
Lima,Granada,kg,Frutas cítricos,2018,8,2,240
Lima,Granada,kg,Frutas cítricos,2019,6,2.1,480
Lima,Holanda,kg,Frutas cítricos,2018,3,1.9,1080
Lima,Holanda,kg,Frutas cítricos,2018,4,1.85,2000
Lima,Holanda,kg,Frutas cítricos,2018,6,2.25,252
Lima,Holanda,kg,Frutas cítricos,2018,7,2.15,1164
Lima,Holanda,kg,Frutas cítricos,2018,8,2.016666667,972
Lima,Holanda,kg,Frutas cítricos,2018,9,2,504
Lima,Holanda,kg,Frutas cítricos,2018,10,2,744
Lima,Holanda,kg,Frutas cítricos,2018,11,2,189
Lima,Holanda,kg,Frutas cítricos,2018,12,2,612
Lima,Holanda,kg,Frutas cítricos,2019,1,2.1,252
Lima,Holanda,kg,Frutas cítricos,2019,4,2.1,126
Lima,Holanda,kg,Frutas cítricos,2019,6,2.1,657
Lima,Holanda,kg,Frutas cítricos,2019,7,2.1,441
Lima,Holanda,kg,Frutas cítricos,2019,12,2.25,1464
Lima,Holanda,kg,Frutas cítricos,2020,2,1.8,480
Lima,Holanda,kg,Frutas cítricos,2020,6,2.1,732
Lima,Holanda,kg,Frutas cítricos,2020,7,2.1,240
Lima,Lérida,kg,Frutas cítricos,2018,3,1.75,67
Lima,Lérida,kg,Frutas cítricos,2018,4,2.025,13
Lima,Lérida,kg,Frutas cítricos,2018,5,2.3,123
Lima,Lérida,kg,Frutas cítricos,2018,9,2,624
Lima,Lérida,kg,Frutas cítricos,2018,10,2,80
Lima,Lérida,kg,Frutas cítricos,2018,11,2,272
Lima,Lérida,kg,Frutas cítricos,2018,12,2,100
Lima,Lérida,kg,Frutas cítricos,2019,1,2.1,108
Lima,Madrid,kg,Frutas cítricos,2018,2,1.75,144
Lima,Madrid,kg,Frutas cítricos,2018,3,1.75,214
Lima,Madrid,kg,Frutas cítricos,2018,4,2.05,303
Lima,Madrid,kg,Frutas cítricos,2018,6,2.35,1236
Lima,Madrid,kg,Frutas cítricos,2018,7,2.15,132
Lima,Madrid,kg,Frutas cítricos,2018,9,2,36
Lima,Madrid,kg,Frutas cítricos,2018,10,2,972
Lima,Madrid,kg,Frutas cítricos,2018,11,2,60
Lima,Madrid,kg,Frutas cítricos,2018,12,2,36
Lima,Madrid,kg,Frutas cítricos,2019,1,2.1,1134
Lima,Madrid,kg,Frutas cítricos,2019,2,2.1,480
Lima,Madrid,kg,Frutas cítricos,2019,4,2.1,108
Lima,Madrid,kg,Frutas cítricos,2019,6,2.1,96
Lima,Madrid,kg,Frutas cítricos,2019,7,2.1,312
Lima,Madrid,kg,Frutas cítricos,2020,2,1.9,720
Lima,Madrid,kg,Frutas cítricos,2020,6,2.1,456
Lima,Málaga,kg,Frutas cítricos,2018,2,1.75,30
Lima,Málaga,kg,Frutas cítricos,2018,3,1.6875,104
Lima,Málaga,kg,Frutas cítricos,2018,4,1.975,90
Lima,Málaga,kg,Frutas cítricos,2018,5,2.2,50
Lima,Málaga,kg,Frutas cítricos,2018,6,2.383333333,205
Lima,Málaga,kg,Frutas cítricos,2018,8,2,255
Lima,Málaga,kg,Frutas cítricos,2018,9,2,106
Lima,Málaga,kg,Frutas cítricos,2018,11,2,304
Lima,Málaga,kg,Frutas cítricos,2018,12,2,33
Lima,Málaga,kg,Frutas cítricos,2019,1,2.1,33
Lima,Málaga,kg,Frutas cítricos,2019,3,2.1,6
Lima,Málaga,kg,Frutas cítricos,2019,5,2.1,480
Lima,Málaga,kg,Frutas cítricos,2019,6,2.1,1553
Lima,Málaga,kg,Frutas cítricos,2019,7,2.1,252
Lima,Málaga,kg,Frutas cítricos,2019,10,2.25,3
Lima,Málaga,kg,Frutas cítricos,2020,1,2.25,120
Lima,Málaga,kg,Frutas cítricos,2020,3,2,932
Lima,Málaga,kg,Frutas cítricos,2020,5,2.333333333,1500
Lima,Málaga,kg,Frutas cítricos,2020,6,2.133333333,3846
Lima,Málaga,kg,Frutas cítricos,2020,7,2.1,2306
Lima,México,kg,Frutas cítricos,2018,1,2.145,3873
Lima,México,kg,Frutas cítricos,2018,2,1.781578947,3766
Lima,México,kg,Frutas cítricos,2018,3,1.697222222,2001
Lima,México,kg,Frutas cítricos,2018,4,1.85,17
Lima,México,kg,Frutas cítricos,2018,5,2.3125,564
Lima,México,kg,Frutas cítricos,2018,6,2.321428571,4623
Lima,México,kg,Frutas cítricos,2018,7,2.145454545,23849
Lima,México,kg,Frutas cítricos,2018,8,2.013636364,40538
Lima,México,kg,Frutas cítricos,2018,9,2,5260
Lima,México,kg,Frutas cítricos,2018,10,2,11712
Lima,México,kg,Frutas cítricos,2018,11,2,12438
Lima,México,kg,Frutas cítricos,2018,12,2,5416
Lima,México,kg,Frutas cítricos,2019,1,2.075,436
Lima,México,kg,Frutas cítricos,2019,6,2.1,2776
Lima,México,kg,Frutas cítricos,2019,7,2.1,6308
Lima,México,kg,Frutas cítricos,2019,9,2.1,3381
Lima,México,kg,Frutas cítricos,2019,10,2.197058824,8119
Lima,México,kg,Frutas cítricos,2019,11,2.25,8200
Lima,México,kg,Frutas cítricos,2019,12,2.25,13264
Lima,México,kg,Frutas cítricos,2020,1,1.92,5585
Lima,México,kg,Frutas cítricos,2020,2,1.914285714,10334
Lima,México,kg,Frutas cítricos,2020,3,2,2479
Lima,México,kg,Frutas cítricos,2020,4,2,281
Lima,México,kg,Frutas cítricos,2020,6,2.1,195
Lima,México,kg,Frutas cítricos,2020,7,2.1,1179
Lima,Murcia,kg,Frutas cítricos,2018,2,1.758333333,4871
Lima,Murcia,kg,Frutas cítricos,2018,3,1.758333333,8467
Lima,Murcia,kg,Frutas cítricos,2018,4,2.021428571,11014
Lima,Murcia,kg,Frutas cítricos,2018,5,2.303333333,31996
Lima,Murcia,kg,Frutas cítricos,2018,6,2.315384615,17058
Lima,Murcia,kg,Frutas cítricos,2018,7,2.191666667,12045
Lima,Murcia,kg,Frutas cítricos,2018,8,2.016666667,2006
Lima,Murcia,kg,Frutas cítricos,2018,9,2,12933
Lima,Murcia,kg,Frutas cítricos,2018,10,2,10912
Lima,Murcia,kg,Frutas cítricos,2018,11,2,2161
Lima,Murcia,kg,Frutas cítricos,2018,12,2,96
Lima,Murcia,kg,Frutas cítricos,2019,11,2.25,1257
Lima,Murcia,kg,Frutas cítricos,2019,12,2.25,7507
Lima,Murcia,kg,Frutas cítricos,2020,2,1.8,3322
Lima,Otras provincias,kg,Frutas cítricos,2018,3,1.75,40
Lima,Otras provincias,kg,Frutas cítricos,2018,4,1.85,391
Lima,Otras provincias,kg,Frutas cítricos,2018,9,2,85
Lima,Otras provincias,kg,Frutas cítricos,2018,11,2,155
Lima,Otras provincias,kg,Frutas cítricos,2018,12,2,110
Lima,Otras provincias,kg,Frutas cítricos,2019,1,2.1,266
Lima,Otras provincias,kg,Frutas cítricos,2019,4,2.1,199
Lima,Otras provincias,kg,Frutas cítricos,2019,6,2.1,66
Lima,Otras provincias,kg,Frutas cítricos,2019,7,2.1,385
Lima,Otras provincias,kg,Frutas cítricos,2019,12,2.25,629
Lima,Otras provincias,kg,Frutas cítricos,2020,2,1.88,314
Lima,Otras provincias,kg,Frutas cítricos,2020,6,2.1,642
Lima,Otras provincias,kg,Frutas cítricos,2020,7,2.1,720
Lima,Otros países África,kg,Frutas cítricos,2018,11,2,21
Lima,Otros países África,kg,Frutas cítricos,2018,12,2,20
Lima,Pontevedra,kg,Frutas cítricos,2018,7,2.2,608
Lima,Pontevedra,kg,Frutas cítricos,2018,9,2,228
Lima,Portugal,kg,Frutas cítricos,2020,8,2.1,720
Lima,Sudáfrica,kg,Frutas cítricos,2018,6,2.4,240
Lima,Sudáfrica,kg,Frutas cítricos,2018,11,2,20
Lima,Tailandia,kg,Frutas cítricos,2018,5,2.3,732
Lima,Tailandia,kg,Frutas cítricos,2018,6,2.283333333,744
Lima,Tailandia,kg,Frutas cítricos,2018,7,2.116666667,960
Lima,Tailandia,kg,Frutas cítricos,2018,8,2,240
Lima,Tailandia,kg,Frutas cítricos,2018,9,2,504
Lima,Tailandia,kg,Frutas cítricos,2018,10,2,468
Lima,Tailandia,kg,Frutas cítricos,2018,11,2,1248
Lima,Tailandia,kg,Frutas cítricos,2018,12,2,732
Lima,Tailandia,kg,Frutas cítricos,2019,1,2.1,1260
Lima,Tarragona,kg,Frutas cítricos,2018,11,2,11
Lima,Tarragona,kg,Frutas cítricos,2019,4,2.1,224
Lima,Tarragona,kg,Frutas cítricos,2019,5,2.1,100
Lima,Tarragona,kg,Frutas cítricos,2019,6,2.1,397
Lima,Tarragona,kg,Frutas cítricos,2019,7,2.1,697
Lima,USA,kg,Frutas cítricos,2018,3,1.75,286
Lima,USA,kg,Frutas cítricos,2018,4,1.933333333,452
Lima,USA,kg,Frutas cítricos,2018,5,2.3,60
Lima,USA,kg,Frutas cítricos,2018,6,2.3,96
Lima,USA,kg,Frutas cítricos,2018,7,2.2,816
Lima,USA,kg,Frutas cítricos,2018,9,2,456
Lima,USA,kg,Frutas cítricos,2018,11,2,110
Lima,USA,kg,Frutas cítricos,2019,1,2,144
Lima,USA,kg,Frutas cítricos,2020,2,2,50
Lima,Valencia,kg,Frutas cítricos,2018,10,2,451
Lima,Valencia,kg,Frutas cítricos,2018,11,2,224
Lima,Valencia,kg,Frutas cítricos,2018,12,2,2047
Lima,Valencia,kg,Frutas cítricos,2019,1,2.1,1105
Lima,Valencia,kg,Frutas cítricos,2019,2,2.1,67
Lima,Valencia,kg,Frutas cítricos,2019,6,2.1,81
Lima,Valencia,kg,Frutas cítricos,2019,8,2.1,754
Lima,Valencia,kg,Frutas cítricos,2019,9,2.1,250
Lima,Valencia,kg,Frutas cítricos,2019,12,2.25,963
Lima,Valencia,kg,Frutas cítricos,2020,2,2,51
Lima,Valencia,kg,Frutas cítricos,2020,5,2.75,165
Lima,Valencia,kg,Frutas cítricos,2020,6,2.154545455,3950
Lima,Valencia,kg,Frutas cítricos,2020,7,2.1,1049
Lima,Valladolid,kg,Frutas cítricos,2018,4,1.85,240
Lima,Valladolid,kg,Frutas cítricos,2018,10,2,1
Lima,Valladolid,kg,Frutas cítricos,2018,11,2,8
Lima,Valladolid,kg,Frutas cítricos,2018,12,2,4
Lima,Valladolid,kg,Frutas cítricos,2019,4,2.1,504
Limón,Álava,kg,Frutas cítricos,2018,1,0.908333333,21712
Limón,Álava,kg,Frutas cítricos,2020,9,1.05,240
Limón,Álava,kg,Frutas cítricos,2020,10,0.9,1199
Limón,Álava,kg,Frutas cítricos,2020,11,0.591666667,1309
Limón,Albacete,kg,Frutas cítricos,2018,8,1.35,710
Limón,Alemania,kg,Frutas cítricos,2018,9,1.35,7776
Limón,Alicante,kg,Frutas cítricos,2018,2,0.939285714,42706
Limón,Alicante,kg,Frutas cítricos,2018,3,0.878125,57008
Limón,Alicante,kg,Frutas cítricos,2018,4,0.928947368,55088
Limón,Alicante,kg,Frutas cítricos,2018,5,0.869444444,50332
Limón,Alicante,kg,Frutas cítricos,2018,6,1.107142857,37559
Limón,Alicante,kg,Frutas cítricos,2018,7,1.491666667,4642
Limón,Alicante,kg,Frutas cítricos,2018,8,1.284615385,43539
Limón,Alicante,kg,Frutas cítricos,2018,9,1.478571429,11951
Limón,Alicante,kg,Frutas cítricos,2018,10,1.375,25959
Limón,Alicante,kg,Frutas cítricos,2018,11,1.264285714,49495
Limón,Alicante,kg,Frutas cítricos,2018,12,1.066666667,72002
Limón,Alicante,kg,Frutas cítricos,2019,1,1.026923077,81837
Limón,Alicante,kg,Frutas cítricos,2019,2,0.85,27823
Limón,Alicante,kg,Frutas cítricos,2019,3,0.75,119495
Limón,Alicante,kg,Frutas cítricos,2019,4,0.84,150993
Limón,Alicante,kg,Frutas cítricos,2019,5,0.784375,61311
Limón,Alicante,kg,Frutas cítricos,2019,6,0.75,137964
Limón,Alicante,kg,Frutas cítricos,2019,7,0.786363636,126948
Limón,Alicante,kg,Frutas cítricos,2019,8,1.044736842,53977
Limón,Alicante,kg,Frutas cítricos,2019,9,1.083333333,63916
Limón,Alicante,kg,Frutas cítricos,2019,10,0.985,111683
Limón,Alicante,kg,Frutas cítricos,2019,11,0.9625,106630
Limón,Alicante,kg,Frutas cítricos,2019,12,0.803333333,48192
Limón,Alicante,kg,Frutas cítricos,2020,1,0.829411765,59085
Limón,Alicante,kg,Frutas cítricos,2020,2,0.8,78011
Limón,Alicante,kg,Frutas cítricos,2020,3,0.945454545,248441
Limón,Alicante,kg,Frutas cítricos,2020,4,1.385,185276
Limón,Alicante,kg,Frutas cítricos,2020,5,1.202941176,57813
Limón,Alicante,kg,Frutas cítricos,2020,6,0.996428571,37244
Limón,Alicante,kg,Frutas cítricos,2020,7,1,111328
Limón,Alicante,kg,Frutas cítricos,2020,8,1.055,193219
Limón,Alicante,kg,Frutas cítricos,2020,9,1.080555556,79924
Limón,Alicante,kg,Frutas cítricos,2020,10,0.9,17886
Limón,Alicante,kg,Frutas cítricos,2020,11,0.74,28436
Limón,Almería,kg,Frutas cítricos,2018,1,0.954166667,24400
Limón,Almería,kg,Frutas cítricos,2018,2,0.959090909,62149
Limón,Almería,kg,Frutas cítricos,2018,3,0.871428571,9712
Limón,Almería,kg,Frutas cítricos,2018,4,0.94375,29112
Limón,Almería,kg,Frutas cítricos,2018,5,0.873076923,29081
Limón,Almería,kg,Frutas cítricos,2018,6,1.084615385,17385
Limón,Almería,kg,Frutas cítricos,2018,7,1.45,3776
Limón,Almería,kg,Frutas cítricos,2018,9,1.575,5602
Limón,Almería,kg,Frutas cítricos,2018,10,1.42,64305
Limón,Almería,kg,Frutas cítricos,2018,11,1.25,19340
Limón,Almería,kg,Frutas cítricos,2018,12,1.092307692,31433
Limón,Almería,kg,Frutas cítricos,2019,1,1.033333333,8368
Limón,Almería,kg,Frutas cítricos,2019,2,0.85,2892
Limón,Almería,kg,Frutas cítricos,2019,3,0.745833333,25845
Limón,Almería,kg,Frutas cítricos,2019,4,0.84,50022
Limón,Almería,kg,Frutas cítricos,2019,5,0.785,52355
Limón,Almería,kg,Frutas cítricos,2019,6,0.75,27454
Limón,Almería,kg,Frutas cítricos,2019,7,0.7625,12426
Limón,Almería,kg,Frutas cítricos,2019,8,1.1,48
Limón,Almería,kg,Frutas cítricos,2019,9,1.1,4320
Limón,Almería,kg,Frutas cítricos,2019,10,0.977777778,20743
Limón,Almería,kg,Frutas cítricos,2019,11,0.96,29961
Limón,Almería,kg,Frutas cítricos,2019,12,0.814285714,17176
Limón,Almería,kg,Frutas cítricos,2020,1,0.828571429,13568
Limón,Almería,kg,Frutas cítricos,2020,2,0.8,5740
Limón,Almería,kg,Frutas cítricos,2020,3,1.028571429,53066
Limón,Almería,kg,Frutas cítricos,2020,4,1.367647059,172368
Limón,Almería,kg,Frutas cítricos,2020,5,1.2375,66771
Limón,Almería,kg,Frutas cítricos,2020,6,0.94,4005
Limón,Almería,kg,Frutas cítricos,2020,7,0.9875,3059
Limón,Almería,kg,Frutas cítricos,2020,8,1.0875,3140
Limón,Almería,kg,Frutas cítricos,2020,9,1.1,1001
Limón,Almería,kg,Frutas cítricos,2020,10,0.9,11108
Limón,Almería,kg,Frutas cítricos,2020,11,0.75,8464
Limón,Andorra,kg,Frutas cítricos,2018,4,0.85,2753
Limón,Argentina,kg,Frutas cítricos,2018,5,0.8,2736
Limón,Argentina,kg,Frutas cítricos,2018,6,1.166666667,68903
Limón,Argentina,kg,Frutas cítricos,2018,7,1.523529412,319108
Limón,Argentina,kg,Frutas cítricos,2018,8,1.331818182,313658
Limón,Argentina,kg,Frutas cítricos,2018,9,1.55625,322581
Limón,Argentina,kg,Frutas cítricos,2018,10,1.544444444,43320
Limón,Argentina,kg,Frutas cítricos,2018,11,1.3,6373
Limón,Argentina,kg,Frutas cítricos,2019,3,0.75,630
Limón,Argentina,kg,Frutas cítricos,2019,4,0.85,1260
Limón,Argentina,kg,Frutas cítricos,2019,5,0.8,200
Limón,Argentina,kg,Frutas cítricos,2019,7,0.805555556,32650
Limón,Argentina,kg,Frutas cítricos,2019,8,1.05,120851
Limón,Argentina,kg,Frutas cítricos,2019,9,1.084210526,267504
Limón,Argentina,kg,Frutas cítricos,2019,10,0.983333333,85318
Limón,Argentina,kg,Frutas cítricos,2019,11,0.975,3410
Limón,Argentina,kg,Frutas cítricos,2020,1,0.80625,5046
Limón,Argentina,kg,Frutas cítricos,2020,2,0.8,2786
Limón,Argentina,kg,Frutas cítricos,2020,3,0.942857143,1593
Limón,Argentina,kg,Frutas cítricos,2020,4,1.35,101
Limón,Argentina,kg,Frutas cítricos,2020,6,0.95,753
Limón,Argentina,kg,Frutas cítricos,2020,7,0.9875,46261
Limón,Argentina,kg,Frutas cítricos,2020,8,1.044444444,47231
Limón,Badajoz,kg,Frutas cítricos,2018,2,1.05,1943
Limón,Badajoz,kg,Frutas cítricos,2019,11,0.95,1909
Limón,Baleares,kg,Frutas cítricos,2018,2,0.875,1815
Limón,Baleares,kg,Frutas cítricos,2018,3,0.85,968
Limón,Barcelona,kg,Frutas cítricos,2018,1,0.967647059,18654
Limón,Barcelona,kg,Frutas cítricos,2018,2,0.942105263,19861
Limón,Barcelona,kg,Frutas cítricos,2018,3,0.885,25777
Limón,Barcelona,kg,Frutas cítricos,2018,4,0.9275,26292
Limón,Barcelona,kg,Frutas cítricos,2018,5,0.859375,25854
Limón,Barcelona,kg,Frutas cítricos,2018,6,1.17,14854
Limón,Barcelona,kg,Frutas cítricos,2018,7,1.478571429,63201
Limón,Barcelona,kg,Frutas cítricos,2018,8,1.3325,34109
Limón,Barcelona,kg,Frutas cítricos,2018,9,1.570588235,27897
Limón,Barcelona,kg,Frutas cítricos,2018,10,1.395454545,62460
Limón,Barcelona,kg,Frutas cítricos,2018,11,1.2675,39205
Limón,Barcelona,kg,Frutas cítricos,2018,12,1.071428571,17187
Limón,Barcelona,kg,Frutas cítricos,2019,1,1.0125,10329
Limón,Barcelona,kg,Frutas cítricos,2019,2,0.85,5322
Limón,Barcelona,kg,Frutas cítricos,2019,3,0.75,23001
Limón,Barcelona,kg,Frutas cítricos,2019,4,0.839473684,26802
Limón,Barcelona,kg,Frutas cítricos,2019,5,0.777272727,31848
Limón,Barcelona,kg,Frutas cítricos,2019,6,0.75,17402
Limón,Barcelona,kg,Frutas cítricos,2019,7,0.788095238,15521
Limón,Barcelona,kg,Frutas cítricos,2019,8,1.044117647,27647
Limón,Barcelona,kg,Frutas cítricos,2019,9,1.084210526,50791
Limón,Barcelona,kg,Frutas cítricos,2019,10,0.986956522,35068
Limón,Barcelona,kg,Frutas cítricos,2019,11,0.963157895,32824
Limón,Barcelona,kg,Frutas cítricos,2019,12,0.813157895,33955
Limón,Barcelona,kg,Frutas cítricos,2020,1,0.85,109
Limón,Barcelona,kg,Frutas cítricos,2020,2,0.8,21948
Limón,Barcelona,kg,Frutas cítricos,2020,6,0.95,2633
Limón,Barcelona,kg,Frutas cítricos,2020,7,0.98125,26023
Limón,Barcelona,kg,Frutas cítricos,2020,8,1.044444444,12565
Limón,Barcelona,kg,Frutas cítricos,2020,9,1.05,2273
Limón,Barcelona,kg,Frutas cítricos,2020,10,0.9,2927
Limón,Brasil,kg,Frutas cítricos,2018,5,0.87,20020
Limón,Brasil,kg,Frutas cítricos,2018,6,1.142307692,16567
Limón,Brasil,kg,Frutas cítricos,2018,7,1.35,6027
Limón,Brasil,kg,Frutas cítricos,2018,9,1.7125,2823
Limón,Brasil,kg,Frutas cítricos,2018,10,1.6,10927
Limón,Brasil,kg,Frutas cítricos,2019,2,0.85,240
Limón,Brasil,kg,Frutas cítricos,2020,10,0.9,502
Limón,Cádiz,kg,Frutas cítricos,2018,1,0.8,55
Limón,Cádiz,kg,Frutas cítricos,2019,1,1.05,108
Limón,Castellón,kg,Frutas cítricos,2018,1,0.95,858664
Limón,Castellón,kg,Frutas cítricos,2018,2,0.933333333,96682
Limón,Castellón,kg,Frutas cítricos,2018,3,0.879166667,15852
Limón,Castellón,kg,Frutas cítricos,2018,4,0.9125,52519
Limón,Castellón,kg,Frutas cítricos,2018,5,0.866666667,60809
Limón,Castellón,kg,Frutas cítricos,2018,6,1.125,31253
Limón,Castellón,kg,Frutas cítricos,2018,7,1.466666667,3724
Limón,Castellón,kg,Frutas cítricos,2018,8,1.308333333,6905
Limón,Castellón,kg,Frutas cítricos,2018,9,1.591666667,5080
Limón,Castellón,kg,Frutas cítricos,2018,10,1.407692308,13659
Limón,Castellón,kg,Frutas cítricos,2018,11,1.25,28112
Limón,Castellón,kg,Frutas cítricos,2018,12,1.070588235,48416
Limón,Castellón,kg,Frutas cítricos,2019,1,1.025,23206
Limón,Castellón,kg,Frutas cítricos,2019,2,0.85,23864
Limón,Castellón,kg,Frutas cítricos,2019,3,0.75,79909
Limón,Castellón,kg,Frutas cítricos,2019,4,0.838235294,44883
Limón,Castellón,kg,Frutas cítricos,2019,5,0.778571429,62176
Limón,Castellón,kg,Frutas cítricos,2019,6,0.75,56783
Limón,Castellón,kg,Frutas cítricos,2019,7,0.786842105,108790
Limón,Castellón,kg,Frutas cítricos,2019,8,1.027777778,5471
Limón,Castellón,kg,Frutas cítricos,2019,9,1.084615385,7044
Limón,Castellón,kg,Frutas cítricos,2019,10,0.983333333,36765
Limón,Castellón,kg,Frutas cítricos,2019,11,0.9625,52159
Limón,Castellón,kg,Frutas cítricos,2019,12,0.816666667,33353
Limón,Castellón,kg,Frutas cítricos,2020,1,0.83125,38690
Limón,Castellón,kg,Frutas cítricos,2020,2,0.8,34309
Limón,Castellón,kg,Frutas cítricos,2020,3,0.911111111,67459
Limón,Castellón,kg,Frutas cítricos,2020,4,1.384210526,82776
Limón,Castellón,kg,Frutas cítricos,2020,5,1.25,15066
Limón,Castellón,kg,Frutas cítricos,2020,6,0.982352941,23760
Limón,Castellón,kg,Frutas cítricos,2020,7,0.991666667,20403
Limón,Castellón,kg,Frutas cítricos,2020,8,1.061538462,10185
Limón,Castellón,kg,Frutas cítricos,2020,9,1.083333333,14210
Limón,Castellón,kg,Frutas cítricos,2020,10,0.9,7743
Limón,Castellón,kg,Frutas cítricos,2020,11,0.766666667,9044
Limón,Ciudad Real,kg,Frutas cítricos,2019,6,0.75,2366
Limón,Córdoba,kg,Frutas cítricos,2018,6,1.1625,16242
Limón,Córdoba,kg,Frutas cítricos,2019,3,0.75,995
Limón,Córdoba,kg,Frutas cítricos,2019,12,0.75,1071
Limón,Córdoba,kg,Frutas cítricos,2020,3,0.975,13456
Limón,Francia,kg,Frutas cítricos,2018,1,0.85,247
Limón,Francia,kg,Frutas cítricos,2018,3,0.85,240
Limón,Francia,kg,Frutas cítricos,2018,4,0.9,195
Limón,Francia,kg,Frutas cítricos,2018,6,1.15,156
Limón,Francia,kg,Frutas cítricos,2018,7,1.533333333,22339
Limón,Francia,kg,Frutas cítricos,2018,8,1.316666667,6707
Limón,Francia,kg,Frutas cítricos,2018,11,1.3,247
Limón,Francia,kg,Frutas cítricos,2018,12,1,240
Limón,Francia,kg,Frutas cítricos,2019,1,1.05,480
Limón,Francia,kg,Frutas cítricos,2019,6,0.75,487
Limón,Francia,kg,Frutas cítricos,2019,7,0.75,499
Limón,Francia,kg,Frutas cítricos,2020,4,1.225,1472
Limón,Francia,kg,Frutas cítricos,2020,7,0.95,1152
Limón,Gerona,kg,Frutas cítricos,2018,9,1.8,1874
Limón,Gerona,kg,Frutas cítricos,2018,11,1.35,12
Limón,Gerona,kg,Frutas cítricos,2018,12,1,24
Limón,Gerona,kg,Frutas cítricos,2019,1,0.95,6
Limón,Gerona,kg,Frutas cítricos,2019,3,0.75,3442
Limón,Gerona,kg,Frutas cítricos,2019,4,0.85,6
Limón,Gerona,kg,Frutas cítricos,2020,4,1.4375,4005
Limón,Gerona,kg,Frutas cítricos,2020,7,1,2400
Limón,Gerona,kg,Frutas cítricos,2020,8,1.05,2100
Limón,Gerona,kg,Frutas cítricos,2020,10,0.9,1009
Limón,Granada,kg,Frutas cítricos,2018,3,1,91
Limón,Granada,kg,Frutas cítricos,2018,8,1.35,240
Limón,Granada,kg,Frutas cítricos,2018,11,1.35,19
Limón,Granada,kg,Frutas cítricos,2019,2,0.85,166
Limón,Granada,kg,Frutas cítricos,2019,3,0.75,157
Limón,Granada,kg,Frutas cítricos,2019,4,0.825,20
Limón,Granada,kg,Frutas cítricos,2019,6,0.75,550
Limón,Granada,kg,Frutas cítricos,2019,11,0.97,208
